user_id,home_country,avg_transaction_amount,account_age_days
U00074,CL,4.0722835736920535,1256
U00075,CO,63.91295014333439,69
U00076,CO,35.5037262084199,773
U00077,AR,26.070231807177596,659
U00078,CO,35.637862327934165,523
U00079,AR,6.752716499658636,191
U00080,CO,27.778504154051575,1025
U00081,GB,44.066068177531385,1120
U00082,ES,108.01987476475975,292
U00083,BR,21.875861741853953,1155
U00084,CO,17.34328010761554,1110
U00085,AR,22.16677098631937,896
U00086,NG,68.87695791600441,1134
U00087,ES,43.07750295910687,1442
U00088,CO,21.67570042419767,668
U00089,CO,49.92959666599896,1405
U00090,MX,35.789767891883464,927
U00091,CL,71.87410108719104,954
U00092,CO,18.884803006563335,490
U00093,CO,25.4794000044785,73
U00094,MX,24.199052451376588,501
U00095,MX,10.269599658081123,44
U00096,CO,41.967529899220054,1322
U00097,CO,40.80661569872693,168
U00098,CL,33.25119696209663,706
U00099,CO,27.449015258365947,517
U00100,CO,10.672852910293907,1024
U00101,CO,23.652852997067647,300
U00102,BR,25.174419676968178,1199
U00103,MX,17.429744218209006,527
U00104,GB,29.10678855555814,863
U00105,CO,45.75223694283789,228
U00106,BR,149.7472272506069,755
U00107,US,38.078973390073614,986
U00108,AR,40.69235807679938,140
U00109,BR,31.20078539412,1353
U00110,CO,7.134791495742677,854
U00111,BR,32.420433890562435,253
U00112,CO,34.7501597093522,419
U00113,US,237.6012123570311,317
U00114,US,28.39210825410148,600
U00115,US,42.1501344342263,184
U00116,US,32.20850616359546,1157
U00117,CO,13.001406837874196,1365
U00118,CN,82.62053452366665,60
U00119,NG,60.43367158307462,514
U00120,CO,62.353858680845235,1024
U00121,US,15.998421100699812,851
U00122,CL,101.72117062032727,367
U00123,CO,10.788914262282804,829
U00124,CO,52.9572865797849,961
U00125,CO,191.01739565898032,1456
U00126,NG,14.992812804308194,1168
U00127,BR,21.05128948228068,1026
U00128,CO,35.86353682721247,637
U00129,CO,22.136315090989925,149
U00130,MX,9.578004341006089,1140
U00131,CO,34.982585476243145,672
U00132,CO,14.156261414695892,1226
U00133,US,48.369717407480756,1117
U00134,CO,15.870477346223323,1070
U00135,CO,114.4281967901546,410
U00136,CO,17.697039507569507,169
U00137,BR,25.593816696941705,511
U00138,US,63.48564224125079,1196
U00139,CO,12.37042504604954,1247
U00140,CO,39.72449292396067,197
U00141,US,94.2277009298092,1225
U00142,MX,9.152375035718645,677
U00143,PE,38.386548042452446,448
U00144,BR,40.76835775907623,673
U00145,CO,61.89616960608528,840
U00146,CO,12.31033842010718,1351
U00147,CO,11.514817791074714,677
U00148,PE,50.277278355493245,178
U00149,CO,41.99656119351972,1302
U00150,CN,40.46325507874254,234
U00151,CO,43.69171812705191,466
U00152,US,19.22055391291069,301
U00153,PE,39.87712924722059,170
U00154,AR,41.865327510445496,786
U00155,CO,18.699912890336314,927
U00156,AR,147.32184406591412,1470
U00157,CO,48.37902426011003,1369
U00158,US,12.768193583888015,1397
U00159,GB,55.99390731708684,643
U00160,PE,15.184188616068955,242
U00161,PE,62.15726358648593,305
U00162,CO,83.66966305308894,249
U00163,ES,17.17498810133963,348
U00164,CO,71.57178294863718,1268
U00165,CO,46.07289156378535,732
U00166,CO,63.921011640287006,1328
U00167,AR,151.0233387489906,1065
U00168,US,27.212855959163473,134
U00169,CO,18.119905194581065,897
U00170,GB,16.254803357037495,120
U00171,CO,17.2420604202105,297
U00172,MX,31.13456548746483,566
U00173,CO,43.50698847780808,934
U00174,MX,41.32024772292627,905
U00175,MX,64.18352765739883,259
U00176,CO,33.46170041159979,1445
U00177,CL,105.93516560297577,1147
U00178,CO,26.79658712725398,786
U00179,MX,291.8194628870549,333
U00180,US,54.62730657819227,115
U00181,CO,16.681060180069778,111
U00182,CL,14.059326755389625,460
U00183,BR,48.71455870826829,1395
U00184,CO,27.69438740041681,1176
U00185,CL,58.627296298707364,862
U00186,RU,48.355989860670995,346
U00187,PE,31.241172924788778,514
U00188,AR,16.81993896033873,392
U00189,CL,9.856412122079247,80
U00190,CO,23.168371203984552,710
U00191,GB,65.70132123819656,873
U00192,GB,39.30198377372412,538
U00193,CO,12.224094670433333,1466
U00194,CO,38.0364435405246,109
U00195,AR,45.07167064428146,485
U00196,CO,16.328532718369207,972
U00197,CO,37.44900289927918,496
U00198,CO,34.69400740431041,1381
U00199,CO,13.27156480295748,702
U00200,CO,44.089862832201504,172
U00201,NG,51.86414071873115,601
U00202,CO,78.76281499329453,1073
U00203,CO,76.94121137626846,1128
U00204,CO,10.999661566401869,86
U00205,CO,15.638564829201224,564
U00206,CO,50.00026041761727,573
U00207,CO,49.95031246995582,1251
U00208,US,50.00075718656788,672
U00209,US,722.1155679698365,1077
U00210,CO,52.28515086879335,1210
U00211,CO,82.14225096386586,120
U00212,BR,71.037038554069,33
U00213,US,55.76313572903796,1132
U00214,BR,25.733267351223905,1403
U00215,CO,60.77480893539508,913
U00216,CO,17.845293935050186,1390
U00217,PE,27.400057573323217,1306
U00218,CO,22.45939835915568,285
U00219,BR,35.35710320609617,645
U00220,US,210.97230170919573,1395
U00221,US,7.434920193246004,854
U00222,BR,57.34055573305019,1165
U00223,CO,9.114142272533291,891
U00224,BR,22.702033622488408,806
U00225,BR,79.13541330645884,386
U00226,MX,34.862927497848375,646
U00227,US,13.98246686071656,30
U00228,CO,18.685672105083412,460
U00229,US,57.03574628891498,1217
U00230,MX,18.461854687246785,689
U00231,US,39.37640864691313,935
U00232,BR,34.34503517813175,1076
U00233,US,19.662626892961754,377
U00234,BR,184.04039498210145,611
U00235,US,54.989112871890256,1326
U00236,MX,6.552757350942881,221
U00237,GB,38.44249359578108,511
U00238,BR,19.503049309396758,490
U00239,GB,65.49322275096645,331
U00240,CO,17.566319594476386,531
U00241,RU,30.211143513278536,1281
U00242,AR,49.59994987691813,179
U00243,US,66.19494862915697,1319
U00244,MX,12.67666465213305,1456
U00245,CO,25.340375958032787,848
U00246,CO,22.647370468219048,1373
U00247,BR,19.63545015542371,248
U00248,ES,135.96036265977466,478
U00249,CO,45.78632055958606,1455
U00250,US,12.076879462947616,132
U00251,MX,69.01263181632373,278
U00252,US,180.86030860127846,981
U00253,BR,75.63901401260237,1174
U00254,MX,9.8208141595759,936
U00255,MX,22.47970139298356,1063
U00256,US,91.24324107874138,1152
U00257,US,18.80014208471546,355
U00258,ES,47.23124021038406,1002
U00259,US,61.54122298731487,536
U00260,AR,15.775460862476157,597
U00261,ES,31.575443534424842,1097
U00262,US,2.4768463748768963,519
U00263,CO,14.592240092915034,188
U00264,BR,27.056992614354286,510
U00265,CO,12.20411822772207,684
U00266,CL,122.23299801550719,195
U00267,CO,10.547479249028568,503
U00268,CO,23.288610251383968,342
U00269,BR,36.76669697114553,161
U00270,US,104.90116605921315,707
U00271,US,10.499317752042023,881
U00272,CO,83.97599647220788,890
U00273,CO,33.38766261019457,1226
U00274,PE,15.101484936655165,70
U00275,AR,47.92718018079004,1209
U00276,CO,38.83212066963846,42
U00277,PE,20.48773671810184,641
U00278,ES,35.01728049212183,888
U00279,US,24.33094805432054,1148
U00280,GB,36.263577982420294,481
U00281,US,56.244290832191666,588
U00282,US,117.77940820408196,89
U00283,CO,12.301824699623143,1399
U00284,BR,182.44097567011227,858
U00285,BR,6.947137890087669,987
U00286,CL,29.32885735426548,1304
U00287,US,53.01918160692221,836
U00288,MX,41.462669578441464,1387
U00289,CO,20.122536062727107,1346
U00290,US,28.03635889326668,975
U00291,CO,22.32259183191132,562
U00292,CO,20.66637936206179,463
U00293,US,65.3450491112177,721
U00294,ES,44.06264576778381,806
U00295,CO,19.02344800463862,893
U00296,CO,68.01171027979143,197
U00297,US,42.34454548508683,1134
U00298,CO,63.45237947740442,746
U00299,CO,54.80070580579883,170
U00300,GB,17.06115072213889,1364
U00301,CO,21.15455328876364,93
U00302,PE,60.20978520856896,438
U00303,AR,53.96286972345612,1302
U00304,CO,32.566323235002464,288
U00305,US,36.3742790966703,264
U00306,MX,92.03159266471218,476
U00307,US,20.629929071049798,554
U00308,ES,51.29934094078598,373
U00309,MX,28.169670304886235,264
U00310,ES,27.82277799136602,365
U00311,NG,79.75994862948538,251
U00312,MX,64.09286704531138,668
U00313,MX,63.48525719595283,798
U00314,CO,94.1023524477378,1494
U00315,CO,33.67659458300658,1242
U00316,BR,57.1433130865791,1314
U00317,CO,25.83645798733447,1457
U00318,ES,42.91979244917857,1431
U00319,MX,29.841067729223706,277
U00320,GB,35.78743205999876,1189
U00321,GB,53.31009006811335,741
U00322,US,17.20884427010401,1384
U00323,CO,176.60397926287553,1066
U00324,MX,14.808274239725442,55
U00325,AR,12.536559177191839,1033
U00326,CO,83.63722522542982,771
U00327,MX,62.38533022385388,971
U00328,BR,54.5597184769379,921
U00329,CO,54.74447264866499,1098
U00330,NG,32.79259021279347,583
U00331,MX,16.154465335453676,1132
U00332,ES,35.1858371010944,982
U00333,US,19.26462727810592,1243
U00334,CO,72.24736001456805,532
U00335,AR,29.43999413960393,207
U00336,CO,17.108958967936207,953
U00337,CO,25.607654909174414,981
U00338,MX,46.07844008167845,1398
U00339,CO,21.09466906804384,88
U00340,US,17.153867931495736,695
U00341,CO,40.24355107117534,464
U00342,CO,40.28476093573458,559
U00343,CO,22.074993669179488,1250
U00344,BR,22.718267930768217,595
U00345,MX,39.8706294921791,1088
U00346,PE,10.39715828311901,205
U00347,CO,10.740578809426012,862
U00348,US,18.63878496772703,522
U00349,BR,27.91718024295799,1352
U00350,BR,42.46694686301657,947
U00351,GB,107.80078856901977,220
U00352,CO,65.7676251702807,858
U00353,BR,29.13817517228077,657
U00354,BR,32.61548037127513,785
U00355,US,14.84965315321017,1117
U00356,CO,32.628609358640375,1157
U00357,CO,26.286962369212308,1469
U00358,US,42.87011007575063,657
U00359,CO,17.085245335371752,277
U00360,BR,50.173008930457506,676
U00361,CO,112.86485510022746,1127
U00362,NG,30.355929868397087,1443
U00363,CO,45.666700483719815,473
U00364,ES,57.51899225590271,596
U00365,BR,24.023286301052092,1104
U00366,MX,39.61762065977686,235
U00367,AR,33.450740392206505,636
U00368,CO,35.80690954517964,397
U00369,CO,17.84265917458997,1480
U00370,US,33.77119227122327,591
U00371,CO,49.3234009630695,141
U00372,MX,105.73277137732754,1458
U00373,PE,71.33710942863756,1336
U00374,AR,185.4056200926669,1035
U00375,CO,17.923665770088,55
U00376,MX,66.54354260313565,991
U00377,US,38.34689671997931,727
U00378,CO,190.91768118308727,135
U00379,CO,17.345990276765132,1008
U00380,CO,16.915367465835498,163
U00381,US,20.501250486896502,181
U00382,MX,6.054994208680453,1435
U00383,CO,21.745263912094387,335
U00384,GB,18.041846598954795,652
U00385,CO,37.349332098411786,538
U00386,CO,43.52801616796076,882
U00387,MX,148.552238585758,1296
U00388,CO,70.83399710516056,1100
U00389,CO,20.873430357820254,936
U00390,CO,16.139477073754733,1235
U00391,CN,49.08410902014697,655
U00392,MX,11.516875959085056,153
U00393,MX,143.332486617672,233
U00394,PE,85.076605907026,455
U00395,MX,22.75214617513944,571
U00396,BR,8.410596313203804,351
U00397,CO,97.81695238918543,1160
U00398,CO,30.215895404105282,35
U00399,US,89.1440008766436,1441
U00400,MX,9.24846760026799,626
U00401,CO,20.5015395154033,620
U00402,BR,33.2546617331295,1469
U00403,AR,34.3837639584888,175
U00404,BR,23.102656774941263,571
U00405,GB,54.50431898050448,1310
U00406,MX,14.096177431698914,435
U00407,US,29.55037434563798,1145
U00408,CO,36.46075604673752,335
U00409,CL,49.976408658207994,321
U00410,CO,58.51551322820975,369
U00411,GB,13.467593612340805,1248
U00412,ES,9.705654593176938,1195
U00413,PE,92.03247073202519,929
U00414,CO,43.20046286169151,1440
U00415,CO,18.196163419865044,854
U00416,PE,114.53971060959287,1054
U00417,US,36.32621683442932,926
U00418,CO,85.06687801068469,111
U00419,CL,34.95336642198526,690
U00420,MX,172.18996928259733,82
U00421,CO,134.86478365644575,1410
U00422,AR,27.135115967134567,1208
U00423,MX,72.04253876716413,72
U00424,CN,55.4954346975989,1406
U00425,GB,98.97875647279331,1210
U00426,CO,15.303188900281029,388
U00427,US,57.33098155983076,1364
U00428,US,77.22626269120167,599
U00429,CO,8.109274534023841,1228
U00430,US,12.850634529726984,1037
U00431,NG,6.479311519908768,992
U00432,CO,26.694953296930247,712
U00433,CO,58.79364698748121,244
U00434,AR,110.15468901219727,705
U00435,US,35.137742031558695,1044
U00436,CO,121.86238746023356,850
U00437,GB,10.978280637498667,1156
U00438,CO,8.476469652150016,210
U00439,CO,31.676080600778604,692
U00440,CO,45.02655195247268,857
U00441,AR,32.26052032017647,32
U00442,BR,6.334724472737209,1141
U00443,US,30.836651565173042,141
U00444,CO,11.663034544541624,770
U00445,MX,56.58466652555366,1050
U00446,MX,44.40173729229257,135
U00447,CO,15.612879317889561,1154
U00448,CO,21.95305843213329,619
U00449,US,14.191301159438234,1460
U00450,US,31.49587932456785,89
U00451,RU,71.10188556797883,1276
U00452,GB,15.05061964739293,1483
U00453,CO,49.562634464196925,1158
U00454,CO,21.667076692160933,865
U00455,CO,17.561372297083242,262
U00456,US,30.397966418195384,270
U00457,MX,14.466073395424988,345
U00458,US,21.265383347964523,1497
U00459,CO,12.70121535244668,1474
U00460,CO,159.45792691527808,1018
U00461,RU,34.06296901503437,529
U00462,US,18.92000056726322,326
U00463,CO,39.29840483406232,1257
U00464,US,30.269407840251137,309
U00465,AR,27.749680326863437,595
U00466,ES,54.1270120645644,879
U00467,CO,60.703792045767415,1069
U00468,CO,21.662855849990944,35
U00469,CO,20.891563297212212,641
U00470,AR,26.574673609200996,1217
U00471,CN,5.2512338509086245,1032
U00472,AR,9.853701291547969,944
U00473,US,98.83970672586727,736
U00474,CO,123.4670317207432,1142
U00475,CO,27.133555393835774,689
U00476,AR,52.522705953152254,1458
U00477,CO,42.4785874233512,814
U00478,CO,388.8153867448268,871
U00479,CO,81.09813212844291,998
U00480,BR,29.894243202184306,810
U00481,CO,15.418493221731467,1389
U00482,GB,9.159970368436317,1365
U00483,RU,38.96917342946905,1044
U00484,NG,18.08204403799402,288
U00485,US,10.614245694825748,1238
U00486,CO,19.74186864921716,235
U00487,AR,13.939988733363474,931
U00488,CO,127.70377295473327,965
U00489,CO,67.04149831956272,325
U00490,US,32.90491000621897,1370
U00491,NG,108.19718085322802,183
U00492,US,35.22988211233638,572
U00493,CO,16.626081531252424,1448
U00494,CO,112.00004373831926,194
U00495,AR,50.96443491989616,1411
U00496,AR,14.442901909540339,808
U00497,NG,28.43807901676865,1313
U00498,BR,16.43651521538566,1029
U00499,AR,10.954608280097533,103
U00500,MX,69.47326748161643,510
U00501,MX,152.556239607711,618
U00502,CN,10.817291741631772,215
U00503,US,51.954866478307444,231
U00504,ES,19.677698619155848,1471
U00505,AR,22.427764837525928,938
U00506,CO,20.61635845884456,643
U00507,CL,16.59012077653207,124
U00508,CO,34.42617934293955,144
U00509,CO,17.03448650058118,797
U00510,US,41.114689262268875,530
U00511,US,31.810916353677758,1189
U00512,BR,27.353419883819228,398
U00513,CO,16.02178038112258,191
U00514,MX,20.87564013769045,813
U00515,MX,60.601096117584426,523
U00516,US,49.43871145960314,1224
U00517,CO,15.149322389071711,974
U00518,MX,35.85438390914521,971
U00519,CO,60.407284302114256,49
U00520,CL,8.710034702786388,982
U00521,CL,51.146197727377256,1417
U00522,US,19.48998985202454,181
U00523,US,52.27294508713017,737
U00524,RU,17.98238512827581,642
U00525,MX,7.815385723493224,898
U00526,BR,9.006675725842493,965
U00527,AR,34.41415482887027,437
U00528,CN,40.76313020379106,1019
U00529,CO,16.06345313303324,811
U00530,MX,55.19508817693012,1207
U00531,CO,8.765152791160686,1462
U00532,CO,31.41030931249027,1378
U00533,CO,12.56841650082825,46
U00534,MX,19.658918710847935,1434
U00535,ES,34.395265945753074,130
U00536,CL,16.637668439761274,1047
U00537,AR,24.345707840714198,616
U00538,ES,74.07175217222854,501
U00539,MX,20.87362717247365,751
U00540,CO,64.62192113306408,419
U00541,MX,13.413135879125809,1418
U00542,ES,50.59452365793205,1380
U00543,BR,104.92595348998422,310
U00544,MX,4.5845153644748065,1315
U00545,MX,17.50495170757002,662
U00546,GB,52.54435666538837,98
U00547,MX,28.150459878480778,299
U00548,CO,44.56356953612002,634
U00549,CO,20.426066414663527,880
U00550,CO,35.49074044694784,300
U00551,GB,29.23767775799231,779
U00552,US,84.28683204672625,588
U00553,AR,40.590606572975,556
U00554,CL,43.38362777214375,1016
U00555,NG,23.819353609595982,634
U00556,ES,22.4191391579839,723
U00557,GB,23.42850514866069,989
U00558,NG,45.40225229789873,318
U00559,ES,23.646436223134906,492
U00560,AR,41.75502843148764,1411
U00561,RU,174.22030846124406,1171
U00562,CO,66.4799077389978,838
U00563,CO,25.512822636425646,1128
U00564,CO,86.57154117644407,784
U00565,BR,23.891905070408406,1406
U00566,CO,6.485055473506435,810
U00567,GB,14.783784692813837,790
U00568,CO,7.413973001603201,508
U00569,US,24.9978347912368,1298
U00570,CL,33.60701091379183,1179
U00571,CO,126.61485612953796,1279
U00572,CO,43.014699194490646,159
U00573,MX,27.791204255678146,980
U00574,CL,64.2977388468753,648
U00575,MX,5.6468154709306235,268
U00576,CO,39.98449070242299,106
U00577,CO,61.35595025403019,1038
U00578,CO,10.146522169530515,510
U00579,CL,82.6821083463744,307
U00580,CO,43.414657998943156,789
U00581,BR,23.75444495286704,1456
U00582,PE,54.939110650449734,888
U00583,MX,203.68084556591793,346
U00584,CL,38.301651066632225,1371
U00585,CO,40.389767332659375,1032
U00586,MX,22.93149470632351,602
U00587,CO,16.77893959437658,788
U00588,CO,64.3456062800914,940
U00589,NG,16.695395106496584,772
U00590,CO,35.06673603351177,1434
U00591,CO,22.5982855456317,1350
U00592,CO,48.5786367197105,845
U00593,CO,43.247078598004954,280
U00594,PE,75.94671343849787,961
U00595,CO,22.02078722074048,464
U00596,MX,26.684958424252542,1252
U00597,RU,15.134683453278958,133
U00598,GB,23.2095862077493,528
U00599,RU,44.78352805359288,1186
U00600,CO,60.67858852898175,1165
U00601,CO,15.835713551743076,472
U00602,GB,66.3991819306216,507
U00603,CO,97.95520546121641,332
U00604,GB,46.09700233323642,1250
U00605,CO,148.6265301075285,326
U00606,RU,17.83153716991238,1136
U00607,CO,12.234700741141875,387
U00608,CO,7.980681436623904,82
U00609,CO,109.59978898484961,763
U00610,GB,55.895983445457226,517
U00611,MX,31.675143711841933,62
U00612,CO,41.428742410051186,137
U00613,CO,13.458471541524979,892
U00614,US,234.29982150557422,160
U00615,US,36.72203360359,771
U00616,US,36.14417623706526,253
U00617,US,59.181754840070184,483
U00618,PE,48.657569398041325,118
U00619,BR,39.61101433752871,1379
U00620,US,17.595099673673523,968
U00621,MX,48.287594533323045,93
U00622,CO,149.24952910315977,1010
U00623,AR,97.15775881572648,903
U00624,BR,118.4569142120031,1034
U00625,BR,21.999670123401362,938
U00626,CO,15.003989670852263,195
U00627,CO,29.945242501696374,333
U00628,CO,34.62513729959677,593
U00629,MX,79.46790383352217,1228
U00630,US,8.550829503775308,695
U00631,CO,112.57731787341157,1253
U00632,US,29.183214005059348,959
U00633,US,23.53515225285461,911
U00634,CO,14.736339230734666,1467
U00635,CO,8.812002058195178,1370
U00636,BR,63.97782040795591,1159
U00637,BR,35.11591244492144,470
U00638,US,11.799194662562309,497
U00639,US,11.750984006868196,958
U00640,CO,25.314370554047198,224
U00641,CO,125.86592086208897,670
U00642,BR,26.905397550348944,796
U00643,NG,9.949135246613373,1436
U00644,PE,27.205129735332587,167
U00645,CO,26.624215111156058,204
U00646,CO,3.82856739779706,227
U00647,ES,31.707844371520068,793
U00648,GB,27.529340848251426,1169
U00649,CO,57.79863109097547,1180
U00650,MX,145.35294321488314,1402
U00651,CO,81.5529109442321,754
U00652,AR,26.706021052197567,896
U00653,AR,13.664199987227086,135
U00654,NG,259.48213144365025,1259
U00655,CO,34.72204358974261,242
U00656,MX,33.486535529003454,465
U00657,CO,32.48244957216763,1017
U00658,CO,38.801845448906434,251
U00659,CO,29.50358172731382,1169
U00660,CO,20.9276320726918,600
U00661,MX,21.38121744202373,908
U00662,AR,32.25900999224946,1303
U00663,MX,21.44003959736646,1346
U00664,MX,18.722450660976858,1277
U00665,PE,36.058556344382175,1450
U00666,CO,27.00489716565434,399
U00667,CO,110.29894825113279,662
U00668,PE,3.9718189091400413,748
U00669,CO,79.29741112700516,323
U00670,MX,89.73565251193811,850
U00671,CO,6.304652255149928,1326
U00672,RU,25.174961888379165,217
U00673,ES,24.60248138605971,470
U00674,CO,10.740167063556907,959
U00675,CO,17.77417657865332,787
U00676,CO,13.620000311979323,694
U00677,ES,134.5339192175293,1192
U00678,MX,70.00332315168117,137
U00679,CO,91.58285448010996,1295
U00680,CO,58.98821340987961,197
U00681,CO,13.420167099937895,1385
U00682,US,21.766754590288382,1273
U00683,US,48.98429071143313,589
U00684,CO,12.457187342013569,1079
U00685,CO,58.580316493265926,910
U00686,CO,27.323296268619146,1418
U00687,BR,24.53604728455801,1026
U00688,US,58.484863347624945,661
U00689,CO,47.248015317202366,839
U00690,RU,24.80951049462294,142
U00691,CO,83.71882333317956,647
U00692,PE,13.945394883933492,311
U00693,ES,54.203662803111165,622
U00694,CO,53.22248760485112,45
U00695,US,25.851350635597882,911
U00696,CO,42.987372844680934,808
U00697,US,12.17164588341501,501
U00698,US,69.35384685442341,1398
U00699,GB,28.562032212666402,177
U00700,CO,21.798073265765627,116
U00701,US,76.64676354903644,971
U00702,PE,18.85022872110053,671
U00703,MX,10.732011057676546,1204
U00704,US,9.53240132418205,1341
U00705,US,53.774961600507865,265
U00706,US,11.889510228887934,695
U00707,CO,134.8058163558102,1295
U00708,US,6.2617298054688995,1442
U00709,CL,128.65894867829837,210
U00710,US,39.20537966616376,246
U00711,CO,30.649903395075167,1236
U00712,US,21.414424361518872,191
U00713,CO,45.57270175248883,665
U00714,ES,32.13327951363536,483
U00715,CO,80.04920480089773,374
U00716,CO,36.284190352783185,1326
U00717,CO,37.34658254136696,1074
U00718,CO,24.757048348481877,745
U00719,CO,31.640675778250294,1351
U00720,GB,42.36156287478598,513
U00721,CO,8.430577591633975,554
U00722,CO,11.262196360121388,1263
U00723,CO,60.016004914028706,1372
U00724,CO,37.96605042396905,1316
U00725,US,28.58303416858156,1184
U00726,ES,33.60742909181367,949
U00727,BR,43.73135560135585,1186
U00728,MX,21.502995601975925,1309
U00729,CO,17.767238356997222,1314
U00730,CO,38.73239012340614,930
U00731,CO,15.139417573868958,935
U00732,MX,45.906292747801785,592
U00733,MX,8.481888424751117,750
U00734,US,75.43900959512527,665
U00735,US,48.33123243426295,107
U00736,CO,40.64288489950062,617
U00737,CO,72.68629026310221,214
U00738,MX,125.50926186502168,1068
U00739,CO,74.55193913063917,1218
U00740,MX,7.593560723537315,114
U00741,US,11.897620553199154,1200
U00742,BR,20.08845230626246,688
U00743,MX,33.8139297431661,1056
U00744,CO,50.105321317631436,156
U00745,US,18.53025773889711,733
U00746,RU,38.452103873530724,202
U00747,US,18.096049487987447,383
U00748,CO,20.30334716856047,1479
U00749,US,10.747478001320749,929
U00750,US,15.822190284618229,1278
U00751,CO,11.230713652751328,793
U00752,CL,15.169720939155974,823
U00753,US,76.93134781120756,722
U00754,BR,15.494434407102686,137
U00755,GB,272.02817673543143,1355
U00756,CO,49.13906406939095,705
U00757,CO,38.39275995412445,1419
U00758,CO,16.66505106322684,546
U00759,BR,57.9886848967488,1374
U00760,NG,20.8945788260262,1264
U00761,AR,36.510790670901,712
U00762,CO,256.7409578880093,1389
U00763,CO,30.665924292059184,746
U00764,CO,83.04799228796347,1373
U00765,BR,18.86783951847971,832
U00766,CO,32.201376742107726,1481
U00767,PE,136.54312632639594,664
U00768,MX,20.053954250221313,1347
U00769,GB,141.16915418268138,291
U00770,BR,58.334958704000755,1433
U00771,CL,21.11590566074777,221
U00772,MX,54.92266974501605,897
U00773,US,72.0992440650585,67
U00774,CO,54.458991547819714,399
U00775,NG,9.42928454892249,729
U00776,PE,18.509613751319467,1025
U00777,CO,27.166513446557833,311
U00778,CO,31.201097070708652,635
U00779,AR,54.40944053437511,237
U00780,US,38.17423458525324,1135
U00781,AR,11.37848752023625,1108
U00782,CO,44.88745157775083,719
U00783,AR,53.97217285416231,1295
U00784,CO,51.82291149577501,801
U00785,CO,78.61987896067086,400
U00786,AR,64.5304834406553,1309
U00787,GB,47.81522308528756,369
U00788,BR,31.30780510487811,119
U00789,US,8.76907434731698,1415
U00790,BR,46.697684233897,939
U00791,MX,39.10108241008347,949
U00792,CO,41.15161075088132,519
U00793,CO,11.924571930822806,990
U00794,CL,13.945470604193064,427
U00795,CO,76.90126164364766,1198
U00796,RU,32.08394909588675,975
U00797,ES,57.12264128225574,812
U00798,US,33.8742351688744,887
U00799,NG,33.91322009249661,438
U00800,GB,70.14938536469049,313
U00801,AR,21.914844043669945,136
U00802,MX,35.762384243289,790
U00803,MX,22.87809194532214,240
U00804,BR,23.392208996448385,1086
U00805,AR,25.859093050916815,613
U00806,CO,39.5555897233095,358
U00807,CO,22.578567207799264,1081
U00808,CO,90.43260710793315,925
U00809,CO,16.188711174061325,484
U00810,GB,28.517065132857265,745
U00811,PE,23.294450433449395,879
